"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico."
"Informacion sujeta a cambios. Archivo generado el 2020-02-14 a las 14:17:43 (tiempo del centro de Mexico)."
"Sismicidad del 2017-01-01 al 2018-01-01, todas las magnitudes, todas las profundidades, en todo el pais."
"Total: 26645 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2017-02-06,12:03:07,3.6,16.276,-97.8017,5.0,"28 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-06,18:03:07,revisado
2017-02-06,13:10:04,3.6,15.8962,-96.0185,64.2,"19 km al NORESTE de CRUCECITA, OAX",2017-02-06,19:10:04,revisado
2017-02-06,13:26:14,3.5,16.0107,-97.0267,36.6,"17 km al NORTE de PUERTO ESCONDIDO, OAX",2017-02-06,19:26:14,revisado
2017-02-06,13:29:59,3.1,16.3828,-98.4198,20.0,"33 km al SUR de OMETEPEC, GRO",2017-02-06,19:29:59,revisado
2017-02-06,13:47:36,4.1,17.4607,-99.6838,53.3,"22 km al SUROESTE de CHILPANCINGO, GRO",2017-02-06,19:47:36,revisado
2017-02-06,15:39:44,3.8,17.2362,-100.041,50.4,"26 km al NORTE de COYUCA DE BENITEZ, GRO",2017-02-06,21:39:44,revisado
2017-02-06,16:05:10,3.5,19.0063,-104.659,7.6,"28 km al SUROESTE de CIHUATLAN, JAL",2017-02-06,22:05:10,revisado
2017-02-06,16:28:52,3.5,16.056,-97.037,34.9,"22 km al NORTE de PUERTO ESCONDIDO, OAX",2017-02-06,22:28:52,revisado
2017-02-06,16:53:40,3.7,15.4878,-93.8012,80.1,"66 km al SUR de TONALA, CHIS",2017-02-06,22:53:40,revisado
2017-02-06,17:18:10,3.7,17.7043,-102.674,11.2,"52 km al SUROESTE de LA MIRA, MICH",2017-02-06,23:18:10,revisado
2017-02-06,17:22:06,3.5,17.7347,-97.2318,68.8,"21 km al SURESTE de TEPELMEME, OAX",2017-02-06,23:22:06,revisado
2017-02-06,17:31:06,3.2,16.4927,-98.7323,20.0,"41 km al SUROESTE de OMETEPEC, GRO",2017-02-06,23:31:06,revisado
2017-02-06,18:00:41,3.4,16.6397,-99.2265,32.1,"25 km al SURESTE de SAN MARCOS, GRO",2017-02-07,00:00:41,revisado
2017-02-06,18:02:43,3.6,15.7608,-93.7705,92.8,"36 km al SUR de TONALA, CHIS",2017-02-07,00:02:43,revisado
2017-02-06,18:24:56,3.7,15.5037,-95.869,5.0,"41 km al SURESTE de CRUCECITA, OAX",2017-02-07,00:24:56,revisado
2017-02-06,19:01:13,3.8,15.9622,-93.8408,87.9,"17 km al SUROESTE de TONALA, CHIS",2017-02-07,01:01:13,revisado
2017-02-06,19:41:00,3.3,16.3747,-98.2557,11.6,"22 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-07,01:41:00,revisado
2017-02-06,19:50:38,3.6,14.9098,-93.3123,16.4,"74 km al SUROESTE de MAPASTEPEC, CHIS",2017-02-07,01:50:38,revisado
2017-02-06,19:56:43,3.3,16.3708,-97.8528,2.3,"22 km al ESTE de PINOTEPA NACIONAL, OAX",2017-02-07,01:56:43,revisado
2017-02-06,20:20:40,3.9,14.8495,-91.6632,187.7,"56 km al NORESTE de CD HIDALGO, CHIS",2017-02-07,02:20:40,revisado
2017-02-06,20:33:25,3.5,18.6517,-101.729,12.6,"56 km al SURESTE de NUEVA ITALIA, MICH",2017-02-07,02:33:25,revisado
2017-02-06,20:38:16,3.5,16.9523,-99.9648,45.3,"11 km al NOROESTE de ACAPULCO, GRO",2017-02-07,02:38:16,revisado
2017-02-06,21:30:24,3.9,17.4112,-101.162,17.0,"18 km al SURESTE de PETATLAN, GRO",2017-02-07,03:30:24,revisado
2017-02-06,22:21:35,3.8,14.8722,-95.473,15.0,"122 km al SURESTE de CRUCECITA, OAX",2017-02-07,04:21:35,revisado
2017-02-06,22:30:35,3.6,16.2667,-97.4162,35.6,"28 km al NORTE de RIO GRANDE, OAX",2017-02-07,04:30:35,revisado
2017-02-06,23:09:52,3.3,16.3057,-98.2225,37.2,"19 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-07,05:09:52,revisado
2017-02-06,23:46:32,3.5,16.2515,-97.9658,24.1,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-07,05:46:32,revisado
2017-02-07,00:26:16,3.4,16.364,-98.3277,2.6,"30 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-07,06:26:16,revisado
2017-02-07,01:05:22,3.4,16.5523,-94.7688,95.0,"11 km al NORESTE de UNION HIDALGO, OAX",2017-02-07,07:05:22,revisado
2017-02-07,01:19:32,4.0,26.2288,-110.521,14.7,"86 km al NORESTE de LORETO, BCS",2017-02-07,07:19:32,revisado
2017-02-07,01:52:26,3.2,18.1662,-100.032,59.8,"28 km al SUROESTE de TELOLOAPAN, GRO",2017-02-07,07:52:26,revisado
2017-02-07,02:15:28,3.6,15.052,-93.2075,69.4,"55 km al SUROESTE de MAPASTEPEC, CHIS",2017-02-07,08:15:28,revisado
2017-02-07,03:01:45,3.4,16.0493,-97.653,29.1,"24 km al OESTE de RIO GRANDE, OAX",2017-02-07,09:01:45,revisado
2017-02-07,03:03:42,3.7,16.7275,-94.4992,106.7,"45 km al NORESTE de UNION HIDALGO, OAX",2017-02-07,09:03:42,revisado
2017-02-07,03:12:43,3.4,15.9315,-97.6823,16.0,"28 km al SUROESTE de RIO GRANDE, OAX",2017-02-07,09:12:43,revisado
2017-02-07,03:36:37,4.0,15.5282,-94.7467,17.2,"87 km al SURESTE de SALINA CRUZ, OAX",2017-02-07,09:36:37,revisado
2017-02-07,03:54:18,3.7,16.282,-95.6973,74.5,"49 km al OESTE de TEHUANTEPEC, OAX",2017-02-07,09:54:18,revisado
2017-02-07,03:54:42,3.4,19.3497,-105.428,8.1,"92 km al OESTE de CIHUATLAN, JAL",2017-02-07,09:54:42,revisado
2017-02-07,04:03:47,3.3,16.9838,-94.3198,133.6,"71 km al NOROESTE de CINTALAPA, CHIS",2017-02-07,10:03:47,revisado
2017-02-07,05:04:19,3.8,13.4978,-92.9483,10.0,"156 km al SUROESTE de CD HIDALGO, CHIS",2017-02-07,11:04:19,revisado
2017-02-07,05:57:34,3.6,17.6097,-94.7892,138.7,"35 km al SURESTE de SAYULA DE ALEMAN, VER",2017-02-07,11:57:34,revisado
2017-02-07,05:59:01,3.6,16.6812,-95.1998,86.0,"17 km al NOROESTE de CD IXTEPEC, OAX",2017-02-07,11:59:01,revisado
2017-02-07,06:29:08,3.5,17.1142,-100.128,50.1,"13 km al NOROESTE de COYUCA DE BENITEZ, GRO",2017-02-07,12:29:08,revisado
2017-02-07,06:50:01,3.5,19.6407,-104.305,4.0,"14 km al NORESTE de CASIMIRO CASTILLO, JAL",2017-02-07,12:50:01,revisado
2017-02-07,07:16:53,3.3,16.0588,-96.9228,36.5,"27 km al NORESTE de PUERTO ESCONDIDO, OAX",2017-02-07,13:16:53,revisado
2017-02-07,07:36:34,3.5,15.6467,-96.5093,16.4,"12 km al SUROESTE de S PEDRO POCHUTLA, OAX",2017-02-07,13:36:34,revisado
2017-02-07,08:10:44,3.5,17.1417,-100.059,47.2,"15 km al NORTE de COYUCA DE BENITEZ, GRO",2017-02-07,14:10:44,revisado
2017-02-07,08:48:40,3.6,16.0718,-97.0943,26.7,"23 km al NORTE de PUERTO ESCONDIDO, OAX",2017-02-07,14:48:40,revisado
2017-02-07,09:27:58,3.7,31.755,-116.163,12.0,"39 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",2017-02-07,15:27:58,revisado
2017-02-07,09:47:13,3.5,18.9703,-103.415,33.4,"34 km al NOROESTE de COALCOMAN, MICH",2017-02-07,15:47:13,revisado
2017-02-07,09:48:54,3.5,16.2395,-97.8875,19.8,"21 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-07,15:48:54,revisado
2017-02-07,10:11:04,4.1,19.0353,-95.7532,17.5,"29 km al NORTE de ALVARADO, VER",2017-02-07,16:11:04,revisado
2017-02-07,10:38:09,3.5,18.184,-103.542,10.7,"77 km al SUROESTE de COALCOMAN, MICH",2017-02-07,16:38:09,revisado
2017-02-07,11:46:44,3.6,17.2925,-95.0862,123.2,"47 km al NORTE de MATIAS ROMERO, OAX",2017-02-07,17:46:44,revisado
2017-02-07,13:33:01,3.6,16.7962,-97.5305,13.8,"55 km al SURESTE de H TLAXIACO, OAX",2017-02-07,19:33:01,revisado
2017-02-07,13:39:46,3.5,19.345,-104.117,3.6,"36 km al NOROESTE de COQUIMATLAN, COL",2017-02-07,19:39:46,revisado
2017-02-07,14:20:06,3.0,20.3942,-99.0357,5.0,"17 km al NOROESTE de ACTOPAN, HGO",2017-02-07,20:20:06,revisado
2017-02-07,14:28:41,4.0,16.9917,-95.2335,98.2,"24 km al NOROESTE de MATIAS ROMERO, OAX",2017-02-07,20:28:41,revisado
2017-02-07,15:37:30,3.6,16.6323,-94.8723,105.0,"18 km al NORTE de UNION HIDALGO, OAX",2017-02-07,21:37:30,revisado
2017-02-07,16:25:38,3.5,18.649,-103.185,23.0,"14 km al SUR de COALCOMAN, MICH",2017-02-07,22:25:38,revisado
2017-02-07,17:25:40,3.4,16.285,-97.9677,5.0,"11 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-07,23:25:40,revisado
2017-02-07,17:34:03,3.7,16.9785,-95.1562,118.2,"17 km al NOROESTE de MATIAS ROMERO, OAX",2017-02-07,23:34:03,revisado
2017-02-07,19:27:24,4.0,16.8757,-99.3828,16.7,"9 km al NORTE de SAN MARCOS, GRO",2017-02-08,01:27:24,revisado
2017-02-07,19:39:32,3.6,17.6992,-97.9197,52.5,"19 km al SUROESTE de H HUAJUAPAN DE LEON, OAX",2017-02-08,01:39:32,revisado
2017-02-07,20:46:16,3.4,31.0188,-114.337,9.0,"48 km al ESTE de SAN FELIPE, BC",2017-02-08,02:46:16,revisado
2017-02-07,21:41:42,3.1,16.3877,-98.2577,14.1,"23 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-08,03:41:42,revisado
2017-02-07,21:56:38,3.7,27.8368,-111.951,5.0,"63 km al NORESTE de SANTA ROSALIA, BCS",2017-02-08,03:56:38,revisado
2017-02-07,22:23:41,3.0,16.336,-97.8363,9.4,"23 km al ESTE de PINOTEPA NACIONAL, OAX",2017-02-08,04:23:41,revisado
2017-02-07,22:48:14,3.8,16.7228,-98.015,42.4,"42 km al ESTE de OMETEPEC, GRO",2017-02-08,04:48:14,revisado
2017-02-07,23:04:59,3.5,16.3742,-97.9238,2.4,"14 km al ESTE de PINOTEPA NACIONAL, OAX",2017-02-08,05:04:59,revisado
2017-02-07,23:10:32,3.6,16.697,-95.0277,96.6,"17 km al NORESTE de CD IXTEPEC, OAX",2017-02-08,05:10:32,revisado
2017-02-08,00:07:56,3.4,17.6,-95.1547,110.4,"37 km al SUROESTE de SAYULA DE ALEMAN, VER",2017-02-08,06:07:56,revisado
2017-02-08,00:34:02,3.6,18.132,-101.912,16.1,"34 km al NORESTE de LAS GUACAMAYAS, MICH",2017-02-08,06:34:02,revisado
2017-02-08,01:04:06,3.8,16.6985,-93.1525,79.9,"7 km al SUROESTE de TUXTLA GUTIERREZ, CHIS",2017-02-08,07:04:06,revisado
2017-02-08,01:17:27,4.0,16.9372,-100.268,15.8,"21 km al SUROESTE de COYUCA DE BENITEZ, GRO",2017-02-08,07:17:27,revisado
2017-02-08,01:30:27,3.5,16.4987,-98.5472,16.1,"25 km al SUROESTE de OMETEPEC, GRO",2017-02-08,07:30:27,revisado
2017-02-08,01:33:11,3.3,17.0212,-98.9803,9.3,"50 km al NORESTE de SAN MARCOS, GRO",2017-02-08,07:33:11,revisado
2017-02-08,02:24:42,3.4,17.7273,-100.655,32.8,"56 km al NORTE de TECPAN, GRO",2017-02-08,08:24:42,revisado
2017-02-08,04:03:26,3.4,16.465,-98.6783,15.7,"38 km al SUROESTE de OMETEPEC, GRO",2017-02-08,10:03:26,revisado
2017-02-08,04:05:20,3.8,15.3267,-93.4692,88.3,"49 km al SUROESTE de PIJIJIAPAN, CHIS",2017-02-08,10:05:20,revisado
2017-02-08,04:39:43,4.3,16.3213,-98.2408,13.2,"20 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-08,10:39:43,revisado
2017-02-08,05:01:11,3.1,30.4888,-114.404,10.0,"73 km al SURESTE de SAN FELIPE, BC",2017-02-08,11:01:11,revisado
2017-02-08,05:47:17,3.3,16.6543,-94.385,120.7,"51 km al NORESTE de UNION HIDALGO, OAX",2017-02-08,11:47:17,revisado
2017-02-08,05:54:08,3.6,21.6853,-102.621,5.0,"4 km al NOROESTE de VILLA HIDALGO, JAL",2017-02-08,11:54:08,revisado
2017-02-08,06:03:31,3.5,16.3013,-98.2558,14.4,"22 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-08,12:03:31,revisado
2017-02-08,06:09:24,4.1,15.447,-93.5825,82.4,"48 km al SUROESTE de PIJIJIAPAN, CHIS",2017-02-08,12:09:24,revisado
2017-02-08,06:23:28,3.0,18.0982,-103.466,5.0,"82 km al SUROESTE de COALCOMAN, MICH",2017-02-08,12:23:28,revisado
2017-02-08,06:23:48,3.0,16.3128,-98.261,15.0,"23 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-08,12:23:48,revisado
2017-02-08,09:18:30,3.8,15.7255,-96.3015,39.9,"18 km al ESTE de S PEDRO POCHUTLA, OAX",2017-02-08,15:18:30,revisado
2017-02-08,09:20:22,3.6,15.0828,-93.7713,16.1,"90 km al SUROESTE de PIJIJIAPAN, CHIS",2017-02-08,15:20:22,revisado
2017-02-08,10:27:07,3.5,15.5545,-97.4483,16.0,"51 km al SUR de RIO GRANDE, OAX",2017-02-08,16:27:07,revisado
2017-02-08,10:36:51,3.8,17.0992,-100.991,20.0,"41 km al SUROESTE de TECPAN, GRO",2017-02-08,16:36:51,revisado
2017-02-08,10:51:30,3.4,15.9955,-97.8002,15.9,"39 km al OESTE de RIO GRANDE, OAX",2017-02-08,16:51:30,revisado
2017-02-08,11:35:09,3.8,15.6365,-94.1813,50.2,"67 km al SUROESTE de TONALA, CHIS",2017-02-08,17:35:09,revisado
2017-02-08,12:36:20,3.2,16.3922,-98.0765,10.0,"6 km al NOROESTE de PINOTEPA NACIONAL, OAX",2017-02-08,18:36:20,revisado
2017-02-08,12:44:38,3.4,16.2965,-98.261,13.8,"23 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-08,18:44:38,revisado
2017-02-08,13:17:52,3.4,16.1517,-98.4578,10.0,"48 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-08,19:17:52,revisado
2017-02-08,14:14:02,3.7,15.5583,-94.401,30.1,"90 km al SUROESTE de TONALA, CHIS",2017-02-08,20:14:02,revisado
2017-02-08,14:44:24,3.6,15.7305,-93.497,81.2,"31 km al OESTE de PIJIJIAPAN, CHIS",2017-02-08,20:44:24,revisado
2017-02-08,15:20:13,3.2,16.2637,-97.9498,5.0,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-08,21:20:13,revisado
2017-02-08,15:53:17,3.2,15.8118,-97.2348,17.0,"19 km al SUROESTE de PUERTO ESCONDIDO, OAX",2017-02-08,21:53:17,revisado
2017-02-08,17:27:11,3.9,15.593,-96.0283,14.5,"23 km al SURESTE de CRUCECITA, OAX",2017-02-08,23:27:11,revisado
2017-02-08,17:29:55,3.4,15.8397,-96.0243,14.0,"14 km al NORESTE de CRUCECITA, OAX",2017-02-08,23:29:55,revisado
2017-02-08,17:30:30,3.8,15.7373,-95.9087,13.2,"24 km al ESTE de CRUCECITA, OAX",2017-02-08,23:30:30,revisado
2017-02-08,17:31:19,4.3,19.1672,-108.139,12.8,"344 km al SUROESTE de PUERTO VALLARTA, JAL",2017-02-08,23:31:19,revisado
2017-02-08,17:43:33,3.6,15.8115,-96.0038,12.4,"15 km al NORESTE de CRUCECITA, OAX",2017-02-08,23:43:33,revisado
2017-02-08,18:33:31,3.9,18.7815,-102.415,75.3,"35 km al SUR de APATZINGAN, MICH",2017-02-09,00:33:31,revisado
2017-02-08,20:06:50,3.6,16.2248,-98.1387,9.8,"16 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,02:06:50,revisado
2017-02-08,20:17:42,4.0,19.4093,-108.173,11.3,"335 km al SUROESTE de PUERTO VALLARTA, JAL",2017-02-09,02:17:42,revisado
2017-02-08,20:30:38,3.4,15.9567,-98.2155,16.6,"46 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,02:30:38,revisado
2017-02-08,20:40:48,3.7,15.8603,-96.0265,10.0,"15 km al NORESTE de CRUCECITA, OAX",2017-02-09,02:40:48,revisado
2017-02-08,21:06:15,3.1,16.2505,-98.1312,14.6,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,03:06:15,revisado
2017-02-08,21:17:16,2.9,16.2588,-98.1253,13.7,"12 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,03:17:16,revisado
2017-02-08,21:20:43,3.5,15.7557,-95.8935,13.7,"26 km al ESTE de CRUCECITA, OAX",2017-02-09,03:20:43,revisado
2017-02-08,21:22:26,3.7,15.5993,-95.9592,8.8,"27 km al SURESTE de CRUCECITA, OAX",2017-02-09,03:22:26,revisado
2017-02-08,21:33:37,3.1,16.803,-97.5137,15.2,"54 km al SURESTE de H TLAXIACO, OAX",2017-02-09,03:33:37,revisado
2017-02-08,21:36:49,3.4,15.8953,-95.9383,8.5,"25 km al NORESTE de CRUCECITA, OAX",2017-02-09,03:36:49,revisado
2017-02-08,21:55:15,3.3,18.1855,-100.31,57.7,"15 km al SUR de ARCELIA, GRO",2017-02-09,03:55:15,revisado
2017-02-08,21:57:46,4.7,15.8225,-95.9793,12.9,"18 km al NORESTE de CRUCECITA, OAX",2017-02-09,03:57:46,revisado
2017-02-08,22:04:44,4.2,17.389,-95.049,125.8,"55 km al SUR de SAYULA DE ALEMAN, VER",2017-02-09,04:04:44,revisado
2017-02-08,22:17:37,3.4,16.3948,-97.8442,5.0,"23 km al ESTE de PINOTEPA NACIONAL, OAX",2017-02-09,04:17:37,revisado
2017-02-08,22:26:58,3.3,15.6032,-95.9722,5.8,"25 km al SURESTE de CRUCECITA, OAX",2017-02-09,04:26:58,revisado
2017-02-08,22:57:57,3.8,15.676,-95.9482,6.9,"22 km al SURESTE de CRUCECITA, OAX",2017-02-09,04:57:57,revisado
2017-02-08,23:38:25,3.1,19.1347,-103.724,20.4,"11 km al SURESTE de COQUIMATLAN, COL",2017-02-09,05:38:25,revisado
2017-02-08,23:50:34,3.0,16.2737,-97.9092,33.1,"17 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-09,05:50:34,revisado
2017-02-09,00:23:12,3.4,17.0588,-99.5463,29.3,"34 km al NOROESTE de SAN MARCOS, GRO",2017-02-09,06:23:12,revisado
2017-02-09,00:34:04,3.4,16.0653,-97.5025,23.7,"10 km al NOROESTE de RIO GRANDE, OAX",2017-02-09,06:34:04,revisado
2017-02-09,01:49:47,3.3,19.7183,-104.493,9.0,"14 km al SUROESTE de AUTLAN DE NAVARRO, JAL",2017-02-09,07:49:47,revisado
2017-02-09,01:56:49,4.0,18.3853,-103.361,30.0,"48 km al SUROESTE de COALCOMAN, MICH",2017-02-09,07:56:49,revisado
2017-02-09,02:34:43,4.0,18.1392,-93.2862,5.0,"14 km al NOROESTE de CUNDUACAN, TAB",2017-02-09,08:34:43,revisado
2017-02-09,02:57:06,3.4,16.4003,-98.4327,18.3,"31 km al SUR de OMETEPEC, GRO",2017-02-09,08:57:06,revisado
2017-02-09,03:40:07,3.7,18.2985,-102.462,60.2,"32 km al NOROESTE de LA MIRA, MICH",2017-02-09,09:40:07,revisado
2017-02-09,03:51:02,3.3,16.3518,-98.4827,10.1,"38 km al SUR de OMETEPEC, GRO",2017-02-09,09:51:02,revisado
2017-02-09,04:01:51,3.2,17.9938,-103.326,10.0,"88 km al SUR de COALCOMAN, MICH",2017-02-09,10:01:51,revisado
2017-02-09,04:05:06,4.3,16.406,-98.5103,7.4,"33 km al SUROESTE de OMETEPEC, GRO",2017-02-09,10:05:06,revisado
2017-02-09,04:10:19,3.4,16.3522,-98.507,10.0,"38 km al SUROESTE de OMETEPEC, GRO",2017-02-09,10:10:19,revisado
2017-02-09,04:15:09,3.5,16.3373,-98.4233,10.9,"38 km al SUR de OMETEPEC, GRO",2017-02-09,10:15:09,revisado
2017-02-09,04:22:38,3.1,16.4692,-98.5297,16.1,"27 km al SUROESTE de OMETEPEC, GRO",2017-02-09,10:22:38,revisado
2017-02-09,05:08:17,3.9,15.9532,-94.58,69.5,"64 km al SURESTE de UNION HIDALGO, OAX",2017-02-09,11:08:17,revisado
2017-02-09,05:17:45,3.3,16.5533,-98.7172,20.0,"36 km al SUROESTE de OMETEPEC, GRO",2017-02-09,11:17:45,revisado
2017-02-09,05:19:53,3.8,32.5637,-115.172,5.0,"30 km al SURESTE de MEXICALI, BC",2017-02-09,11:19:53,revisado
2017-02-09,05:28:07,3.7,16.3767,-98.2648,4.9,"23 km al OESTE de PINOTEPA NACIONAL, OAX",2017-02-09,11:28:07,revisado
2017-02-09,06:06:03,3.9,18.158,-100.035,56.7,"29 km al SUROESTE de TELOLOAPAN, GRO",2017-02-09,12:06:03,revisado
2017-02-09,06:11:54,3.3,16.2592,-98.0988,11.5,"10 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,12:11:54,revisado
2017-02-09,06:12:14,4.0,16.2995,-93.1518,198.7,"14 km al NORESTE de VILLAFLORES, CHIS",2017-02-09,12:12:14,revisado
2017-02-09,06:19:24,3.7,16.1337,-98.1655,20.0,"26 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,12:19:24,revisado
2017-02-09,06:27:59,3.5,18.0778,-100.724,52.4,"32 km al SUR de CD ALTAMIRANO, GRO",2017-02-09,12:27:59,revisado
2017-02-09,06:31:53,3.5,16.3622,-98.5787,13.5,"40 km al SUROESTE de OMETEPEC, GRO",2017-02-09,12:31:53,revisado
2017-02-09,06:35:38,3.6,15.7295,-95.8685,7.1,"29 km al ESTE de CRUCECITA, OAX",2017-02-09,12:35:38,revisado
2017-02-09,06:49:25,3.5,17.4448,-94.7553,126.8,"53 km al SURESTE de SAYULA DE ALEMAN, VER",2017-02-09,12:49:25,revisado
2017-02-09,08:21:26,3.4,16.4335,-98.3933,5.0,"28 km al SUR de OMETEPEC, GRO",2017-02-09,14:21:26,revisado
2017-02-09,08:25:43,3.3,16.4403,-97.9095,7.9,"19 km al NORESTE de PINOTEPA NACIONAL, OAX",2017-02-09,14:25:43,revisado
2017-02-09,08:42:33,2.5,16.6373,-98.0818,57.7,"33 km al NORTE de PINOTEPA NACIONAL, OAX",2017-02-09,14:42:33,revisado
2017-02-09,08:42:51,3.9,16.0863,-98.405,2.5,"47 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,14:42:51,revisado
2017-02-09,09:04:15,3.3,18.8153,-103.682,32.5,"23 km al SURESTE de TECOMAN, COL",2017-02-09,15:04:15,revisado
2017-02-09,09:05:51,3.6,17.201,-94.8042,139.2,"44 km al NORESTE de MATIAS ROMERO, OAX",2017-02-09,15:05:51,revisado
2017-02-09,09:17:33,3.8,15.999,-94.928,72.4,"35 km al SURESTE de SALINA CRUZ, OAX",2017-02-09,15:17:33,revisado
2017-02-09,09:38:15,3.5,16.3508,-98.4725,6.4,"37 km al SUR de OMETEPEC, GRO",2017-02-09,15:38:15,revisado
2017-02-09,09:47:13,3.6,19.2607,-103.811,17.9,"7 km al NORTE de COQUIMATLAN, COL",2017-02-09,15:47:13,revisado
2017-02-09,11:51:10,3.7,18.396,-100.761,46.9,"11 km al NOROESTE de CD ALTAMIRANO, GRO",2017-02-09,17:51:10,revisado
2017-02-09,12:01:55,3.4,16.6075,-98.676,15.9,"30 km al SUROESTE de OMETEPEC, GRO",2017-02-09,18:01:55,revisado
2017-02-09,12:06:50,3.7,14.5778,-92.7632,49.3,"65 km al SUROESTE de TAPACHULA, CHIS",2017-02-09,18:06:50,revisado
2017-02-09,12:24:02,3.6,14.9745,-93.0887,84.8,"56 km al SUROESTE de MAPASTEPEC, CHIS",2017-02-09,18:24:02,revisado
2017-02-09,13:30:14,3.8,15.8985,-93.5503,101.8,"30 km al SURESTE de TONALA, CHIS",2017-02-09,19:30:14,revisado
2017-02-09,13:37:56,3.6,16.8058,-99.5782,29.0,"20 km al OESTE de SAN MARCOS, GRO",2017-02-09,19:37:56,revisado
2017-02-09,14:44:17,3.7,15.6728,-95.2147,10.0,"56 km al SUR de SALINA CRUZ, OAX",2017-02-09,20:44:17,revisado
2017-02-09,14:46:58,3.4,16.3062,-98.1795,21.3,"14 km al SUROESTE de PINOTEPA NACIONAL, OAX",2017-02-09,20:46:58,revisado
2017-02-09,14:57:34,3.8,17.578,-95.4082,119.5,"46 km al SUR de J RODRIGUEZ CLARA, VER",2017-02-09,20:57:34,revisado
2017-02-09,15:33:26,3.5,17.6863,-94.8125,130.3,"27 km al SURESTE de SAYULA DE ALEMAN, VER",2017-02-09,21:33:26,revisado
2017-02-09,15:44:00,3.5,16.3205,-98.0285,5.0,"3 km al SURESTE de PINOTEPA NACIONAL, OAX",2017-02-09,21:44:00,revisado
2017-02-09,15:45:28,3.9,18.0095,-100.776,60.4,"40 km al SUROESTE de CD ALTAMIRANO, GRO",2017-02-09,21:45:28,revisado
2017-02-09,16:01:00,2.8,20.4095,-99.182,5.0,"9 km al SURESTE de IXMIQUILPAN, HGO",2017-02-09,22:01:00,revisado
2017-02-09,16:35:22,3.6,16.1843,-97.6217,20.0,"28 km al NOROESTE de RIO GRANDE, OAX",2017-02-09,22:35:22,revisado
2017-02-09,17:22:36,3.6,15.6435,-94.7675,16.3,"75 km al SURESTE de SALINA CRUZ, OAX",2017-02-09,23:22:36,revisado
2017-02-09,17:53:14,3.5,16.7912,-97.5103,14.6,"56 km al SURESTE de H TLAXIACO, OAX",2017-02-09,23:53:14,revisado
2017-02-09,18:06:02,3.5,16.9772,-95.3268,105.5,"32 km al NOROESTE de MATIAS ROMERO, OAX",2017-02-10,00:06:02,revisado
2017-02-09,18:47:02,3.6,14.6272,-92.701,63.8,"57 km al SUROESTE de TAPACHULA, CHIS",2017-02-10,00:47:02,revisado
2017-02-09,19:31:02,3.8,18.1265,-103.444,7.7,"78 km al SUROESTE de COALCOMAN, MICH",2017-02-10,01:31:02,revisado
2017-02-09,20:06:49,3.3,16.7832,-97.4785,14.6,"58 km al SURESTE de H TLAXIACO, OAX",2017-02-10,02:06:49,revisado
2017-02-09,20:38:12,3.4,19.187,-104.467,54.7,"11 km al SURESTE de CIHUATLAN, JAL",2017-02-10,02:38:12,revisado
2017-02-09,21:16:53,3.5,17.0985,-100.102,36.7,"10 km al NORTE de COYUCA DE BENITEZ, GRO",2017-02-10,03:16:53,revisado
2017-02-09,21:37:46,3.7,16.4713,-93.6675,135.1,"25 km al SUR de CINTALAPA, CHIS",2017-02-10,03:37:46,revisado
2017-02-09,21:55:32,3.2,15.8387,-97.6442,16.1,"30 km al SUROESTE de RIO GRANDE, OAX",2017-02-10,03:55:32,revisado
2017-02-09,22:14:58,3.9,17.6957,-102.005,10.0,"36 km al SURESTE de CD LAZARO CARDENAS, MICH",2017-02-10,04:14:58,revisado
2017-02-09,22:19:56,4.0,18.1713,-94.6748,20.0,"18 km al NORTE de OTEAPAN, VER",2017-02-10,04:19:56,revisado
2017-02-09,23:29:44,4.0,15.5717,-95.6357,9.6,"58 km al SURESTE de CRUCECITA, OAX",2017-02-10,05:29:44,revisado
